Neighborhood;Neighborhood Latitude;Neighborhood Longitude;Venue;Venue Latitude;Venue Longitude;Venue Category
Admiral;47.5811953;-122.3865457;Freshy's Coffee;47.5782012454133;-122.38666575482405;Coffee Shop
Admiral;47.5811953;-122.3865457;Vidiot;47.58148800684525;-122.38574767670175;Bar
Admiral;47.5811953;-122.3865457;Arthur's;47.582579176696576;-122.38663414232259;Australian Restaurant
Admiral;47.5811953;-122.3865457;Admiral Theater;47.58187985079044;-122.3868748887415;Theater
Admiral;47.5811953;-122.3865457;Mission Cantina;47.582192632261616;-122.38671134033792;Mexican Restaurant
Admiral;47.5811953;-122.3865457;Mioposto;47.5841465272585;-122.38654543666675;Italian Restaurant
Admiral;47.5811953;-122.3865457;The Nook;47.58373231055165;-122.3862693473375;Cocktail Bar
Admiral;47.5811953;-122.3865457;Mud Bay;47.58085534848873;-122.38672541266612;Pet Store
Admiral;47.5811953;-122.3865457;Shanti Salon and Spa;47.58423669414329;-122.3862028540195;Spa
Admiral;47.5811953;-122.3865457;Alki Mail and Dispatch;47.580933359623835;-122.39204425742335;Post Office
Admiral;47.5811953;-122.3865457;Copper Coin;47.58212218149129;-122.38660194789023;Pub
Admiral;47.5811953;-122.3865457;Mind Unwind;47.58377095167126;-122.38633155649565;Art Gallery
Admiral;47.5811953;-122.3865457;Hiawatha Playfield;47.5777168565091;-122.38390271105862;Field
Admiral;47.5811953;-122.3865457;Baskin-Robbins;47.581048216680884;-122.38441412345267;Ice Cream Shop
Admiral;47.5811953;-122.3865457;Mawadda Cafe;47.58136694701016;-122.38649906197865;Middle Eastern Restaurant
Admiral;47.5811953;-122.3865457;Great Clips;47.580675479951694;-122.38626167178154;Salon / Barbershop
Admiral;47.5811953;-122.3865457;New Leaf Bistro;47.58165473177308;-122.38639269223087;Vietnamese Restaurant
Admiral;47.5811953;-122.3865457;Chase Bank;47.580806;-122.386246;Bank
Admiral;47.5811953;-122.3865457;Redbox;47.58140261090536;-122.38753313702922;Video Store
Admiral;47.5811953;-122.3865457;Safeway;47.57998394678411;-122.38636578902435;Grocery Store
Admiral;47.5811953;-122.3865457;Pailin Thai;47.5832986031574;-122.38656476872994;Thai Restaurant
Admiral;47.5811953;-122.3865457;The Cask;47.58147147189053;-122.38633319759509;Wine Bar
Admiral;47.5811953;-122.3865457;Yen Wor Village Restaurant;47.58279695415669;-122.38636143998444;Chinese Restaurant
Admiral;47.5811953;-122.3865457;7-Eleven;47.5814652281549;-122.387416362762;Convenience Store
Admiral;47.5811953;-122.3865457;Starbucks;47.579843;-122.385934;Coffee Shop
Admiral;47.5811953;-122.3865457;Admiral Pub;47.58270022315835;-122.38630421109264;Pub
Admiral;47.5811953;-122.3865457;Bartell Drugs;47.58200157592333;-122.3854467172523;Pharmacy
Admiral;47.5811953;-122.3865457;Jack in the Box;47.580951395626435;-122.38564074039459;Fast Food Restaurant
Admiral;47.5811953;-122.3865457;Mudbay;47.58077323436737;-122.38676190376282;Pet Store
Admiral;47.5811953;-122.3865457;Gyro Heroes;47.581038;-122.384449;Falafel Restaurant
Admiral;47.5811953;-122.3865457;Flower Lab;47.58104364770869;-122.38648930017571;Flower Shop
Admiral;47.5811953;-122.3865457;Fit Bar Superfood Cafe;47.58350905785264;-122.38630181051843;Juice Bar
Admiral;47.5811953;-122.3865457;West Seattle Fabric;47.58360750337871;-122.3863987261867;Arts & Crafts Store
Admiral;47.5811953;-122.3865457;West Seattle Grounds;47.584114;-122.38666;Coffee Shop
Admiral;47.5811953;-122.3865457;Skeleton Theater;47.58123016357422;-122.38087463378906;Theater
Aurora-Licton Springs;47.6038321;-122.3300624;Il Corvo;47.602521877965955;-122.33195233639914;Italian Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Biscuit B*tch;47.603237;-122.33201;Breakfast Spot
Aurora-Licton Springs;47.6038321;-122.3300624;Columbia Tower Club;47.60450651693834;-122.33048379421234;Social Club
Aurora-Licton Springs;47.6038321;-122.3300624;Juicy Cafe;47.60432935466306;-122.33095816698338;Café
Aurora-Licton Springs;47.6038321;-122.3300624;Top Pot Doughnuts;47.60402274781788;-122.33249924364945;Donut Shop
Aurora-Licton Springs;47.6038321;-122.3300624;Tat's Delicatessen;47.601901016106545;-122.3324232258795;Sandwich Place
Aurora-Licton Springs;47.6038321;-122.3300624;Columbia Center Observation Deck (Sky View Observatory);47.60459497412494;-122.33081640007372;Scenic Lookout
Aurora-Licton Springs;47.6038321;-122.3300624;Smith Tower;47.601857911501355;-122.33215205034296;Building
Aurora-Licton Springs;47.6038321;-122.3300624;Red Bowls;47.604654474206626;-122.3332111438203;Noodle House
Aurora-Licton Springs;47.6038321;-122.3300624;Hole in the Wall Barbecue;47.60252461593436;-122.33200931101842;BBQ Joint
Aurora-Licton Springs;47.6038321;-122.3300624;Courtyard by Marriott Seattle Downtown/Pioneer Square;47.6029299199735;-122.33258379384841;Hotel
Aurora-Licton Springs;47.6038321;-122.3300624;Metropolitan Grill;47.60461710688105;-122.33427985479376;Steakhouse
Aurora-Licton Springs;47.6038321;-122.3300624;Smith Tower Observation Deck;47.60187700905275;-122.33186550011222;Scenic Lookout
Aurora-Licton Springs;47.6038321;-122.3300624;Amazon Go;47.605985444645924;-122.33139945825612;Convenience Store
Aurora-Licton Springs;47.6038321;-122.3300624;Slate Coffee;47.60226958101576;-122.33254930945151;Coffee Shop
Aurora-Licton Springs;47.6038321;-122.3300624;The Arctic Club Seattle - a DoubleTree by Hilton Hotel;47.60385094457652;-122.33191475272179;Hotel
Aurora-Licton Springs;47.6038321;-122.3300624;Polar Bar;47.60378341148009;-122.33151851795729;Hotel Bar
Aurora-Licton Springs;47.6038321;-122.3300624;Manu's Bodega;47.601624579555704;-122.32965340885106;Caribbean Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;The Bar Shoppe;47.601737052225594;-122.33312973915179;Cocktail Bar
Aurora-Licton Springs;47.6038321;-122.3300624;Smith Tower Observation Bar;47.602012114767625;-122.33179258432052;Cocktail Bar
Aurora-Licton Springs;47.6038321;-122.3300624;Collins Pub;47.60208136178868;-122.3324258202165;Pub
Aurora-Licton Springs;47.6038321;-122.3300624;Cherry Street Coffee House;47.6027673689831;-122.33415096584942;Coffee Shop
Aurora-Licton Springs;47.6038321;-122.3300624;Delicatus;47.60157874689764;-122.33425268668033;Deli / Bodega
Aurora-Licton Springs;47.6038321;-122.3300624;YMCA;47.60568456244552;-122.33247492105406;Gym
Aurora-Licton Springs;47.6038321;-122.3300624;Bill Speidel's Underground Tour;47.602151427134864;-122.3339799842262;Tour Provider
Aurora-Licton Springs;47.6038321;-122.3300624;Flatstick Pub;47.60022;-122.33131;Beer Bar
Aurora-Licton Springs;47.6038321;-122.3300624;Piroshki on 3rd Ave;47.60376806302969;-122.33225559408969;Eastern European Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Elm Coffee Roasters;47.600152370806754;-122.33094380272051;Coffee Shop
Aurora-Licton Springs;47.6038321;-122.3300624;Casco Antiguo;47.60116537635897;-122.33301339810762;Mexican Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Cherry Street Public House;47.600450463452574;-122.33290772884978;Coffee Shop
Aurora-Licton Springs;47.6038321;-122.3300624;Monorail Espresso;47.60465107527269;-122.33109422172404;Coffee Shop
Aurora-Licton Springs;47.6038321;-122.3300624;Kigo Kitchen;47.60451295672284;-122.33085154316055;Asian Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Beneath The Streets Tour;47.602834626827956;-122.33430976295085;Historic Site
Aurora-Licton Springs;47.6038321;-122.3300624;Damn the Weather;47.601004162802;-122.334119031303;Cocktail Bar
Aurora-Licton Springs;47.6038321;-122.3300624;Caffe Vita;47.600918833557884;-122.3293074433445;Café
Aurora-Licton Springs;47.6038321;-122.3300624;Cafe Zum Zum;47.60482359427854;-122.33341450759151;Indian Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Sprout Salads;47.60201835603598;-122.33233112176576;Salad Place
Aurora-Licton Springs;47.6038321;-122.3300624;Good Bar;47.60011606018805;-122.3315971380008;Cocktail Bar
Aurora-Licton Springs;47.6038321;-122.3300624;Renaissance Seattle Hotel;47.60666749906805;-122.33068480158181;Hotel
Aurora-Licton Springs;47.6038321;-122.3300624;Kimpton Hotel Monaco Seattle;47.606932;-122.3341;Hotel
Aurora-Licton Springs;47.6038321;-122.3300624;Tsukushinbo;47.59996315315612;-122.32687778842212;Japanese Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Tulio Ristorante;47.60745965552962;-122.33241029083729;Italian Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Loews Hotel 1000, Seattle;47.605051;-122.336105;Hotel
Aurora-Licton Springs;47.6038321;-122.3300624;Pizza Pro;47.60142181530575;-122.33276379722038;Pizza Place
Aurora-Licton Springs;47.6038321;-122.3300624;Lobby Court Lounge;47.60690801277411;-122.33066294020566;Hotel Bar
Aurora-Licton Springs;47.6038321;-122.3300624;Market Fresh;47.60549706799013;-122.33387531250739;Salad Place
Aurora-Licton Springs;47.6038321;-122.3300624;Cafe Hitchcock;47.603923353088625;-122.33515922714106;Café
Aurora-Licton Springs;47.6038321;-122.3300624;The Underground;47.60089818452381;-122.33303150814028;Nightclub
Aurora-Licton Springs;47.6038321;-122.3300624;Cafe 5ive;47.60572181338758;-122.33203412406071;Café
Aurora-Licton Springs;47.6038321;-122.3300624;Great State Burger;47.60638602755529;-122.33482505603139;Burger Joint
Aurora-Licton Springs;47.6038321;-122.3300624;Commissary Korean Kitchen;47.6027199991183;-122.33122956591323;Korean Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Bon Voyage Vintage;47.60091837638921;-122.33370535532684;Thrift / Vintage Store
Aurora-Licton Springs;47.6038321;-122.3300624;The London Plane;47.60004034945503;-122.3328034077415;Café
Aurora-Licton Springs;47.6038321;-122.3300624;Magic Mouse Toys;47.601888;-122.3345045;Toy / Game Store
Aurora-Licton Springs;47.6038321;-122.3300624;Kimpton Hotel Vintage Seattle;47.607657;-122.332345;Hotel
Aurora-Licton Springs;47.6038321;-122.3300624;Julie's Garden;47.60181329521781;-122.33503636712572;Chinese Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Storyville Coffee Company;47.60475923205166;-122.33636210125788;Coffee Shop
Aurora-Licton Springs;47.6038321;-122.3300624;Cafe Nordo;47.600064713932795;-122.33362390719242;Indie Theater
Aurora-Licton Springs;47.6038321;-122.3300624;Top Pot Doughnuts;47.60325;-122.33623;Donut Shop
Aurora-Licton Springs;47.6038321;-122.3300624;Waterfall Garden Park;47.6001720804735;-122.33206127298888;Park
Aurora-Licton Springs;47.6038321;-122.3300624;Cocoa Banana;47.602905939952834;-122.33372838696017;Salad Place
Aurora-Licton Springs;47.6038321;-122.3300624;Pioneer Pet Feed & Supply;47.60088373457282;-122.33488107891347;Pet Store
Aurora-Licton Springs;47.6038321;-122.3300624;Poke Alice;47.60583556360035;-122.3356464386223;Poke Place
Aurora-Licton Springs;47.6038321;-122.3300624;Altstadt;47.60047592162763;-122.33431317191629;German Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Cafe Paloma;47.60178689188542;-122.33453590919352;Mediterranean Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Fadó Irish Pub;47.603349900814614;-122.33503886394719;Irish Pub
Aurora-Licton Springs;47.6038321;-122.3300624;Occidental Square;47.60107551122758;-122.33378655295799;Plaza
Aurora-Licton Springs;47.6038321;-122.3300624;The Estates Wine Room;47.59979505479163;-122.33293131497437;Wine Bar
Aurora-Licton Springs;47.6038321;-122.3300624;Pioneer Square;47.601976647403845;-122.33389589387261;Park
Aurora-Licton Springs;47.6038321;-122.3300624;Outlier;47.60694788656578;-122.33407258987427;New American Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Sushi Kanpai;47.60744771413414;-122.32804463671569;Sushi Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Ferry Noodle House;47.603855123880884;-122.335833329836;Thai Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Rudy's Barbershop;47.601333190859506;-122.33425357843745;Salon / Barbershop
Aurora-Licton Springs;47.6038321;-122.3300624;Mel's Market;47.605896971494424;-122.33386459043405;Sandwich Place
Aurora-Licton Springs;47.6038321;-122.3300624;Homegrown Sustainable Sandwich Shop;47.60473944873601;-122.33463358404184;Sandwich Place
Aurora-Licton Springs;47.6038321;-122.3300624;Owl N' Thistle;47.603468768567694;-122.335204395137;Irish Pub
Aurora-Licton Springs;47.6038321;-122.3300624;Nirmal's;47.60147941695482;-122.332761631796;Indian Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;W Seattle;47.6074737;-122.3336815;Hotel
Aurora-Licton Springs;47.6038321;-122.3300624;Sake Nomi;47.60094175720991;-122.33513542277242;Sake Bar
Aurora-Licton Springs;47.6038321;-122.3300624;All Water Seafood & Oyster Bar;47.60486128721702;-122.33623671870222;Seafood Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;The Halal Guys;47.60182431485794;-122.33358371062512;Halal Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Specialty’s Café & Bakery;47.60751624142706;-122.32929153031284;Bakery
Aurora-Licton Springs;47.6038321;-122.3300624;The Belfry;47.599696135450195;-122.33013589313201;Antique Shop
Aurora-Licton Springs;47.6038321;-122.3300624;Potbelly Sandwich Shop;47.606544;-122.33512;Sandwich Place
Aurora-Licton Springs;47.6038321;-122.3300624;The Meyer;47.6009501951858;-122.33326645876556;Nightclub
Aurora-Licton Springs;47.6038321;-122.3300624;Merchants Cafe & Saloon;47.60180881730884;-122.3334346554722;Burger Joint
Aurora-Licton Springs;47.6038321;-122.3300624;Pioneer Square Art Walk;47.60054486213821;-122.33295954166135;Art Gallery
Aurora-Licton Springs;47.6038321;-122.3300624;Renaissance Fitness Center;47.606804456437786;-122.33071665438734;Gym
Aurora-Licton Springs;47.6038321;-122.3300624;Tenoch Mexican Grill;47.600537555732366;-122.32754783193477;Mexican Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Coffee Tree & Poke;47.60589673210893;-122.3249917754622;Poke Place
Aurora-Licton Springs;47.6038321;-122.3300624;Fuji Sushi;47.59997889966002;-122.32677392215834;Japanese Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Fuel;47.60093971360481;-122.33213045963407;Sports Bar
Aurora-Licton Springs;47.6038321;-122.3300624;The Central Saloon;47.600604056033774;-122.33426442258528;Dive Bar
Aurora-Licton Springs;47.6038321;-122.3300624;DeliNoMore;47.60784396348422;-122.33282065579658;Deli / Bodega
Aurora-Licton Springs;47.6038321;-122.3300624;Starbucks;47.601597;-122.334;Coffee Shop
Aurora-Licton Springs;47.6038321;-122.3300624;Main Street Gyros;47.60017613421791;-122.33072220847576;Mediterranean Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Grand Central Bakery;47.6003390934002;-122.33335862800976;Bakery
Aurora-Licton Springs;47.6038321;-122.3300624;Japantown;47.60107970972139;-122.33386768961326;Japanese Restaurant
Aurora-Licton Springs;47.6038321;-122.3300624;Salt Room Yoga;47.600140586834975;-122.33365832088505;Yoga Studio
Aurora-Licton Springs;47.6038321;-122.3300624;Comedy Underground;47.600761750824084;-122.33383910920895;Comedy Club
Ballard;47.6765073;-122.3862233;Copine;47.67574136749478;-122.38740432867978;French Restaurant
Ballard;47.6765073;-122.3862233;Olaf's;47.67471181910651;-122.38781490780408;Bar
Ballard;47.6765073;-122.3862233;Baleen;47.675971;-122.382039;Jewelry Store
Ballard;47.6765073;-122.3862233;Mabel Coffee;47.679510856669886;-122.38765084646353;Coffee Shop
Ballard;47.6765073;-122.3862233;Ballard Boys & Girls Club;47.67511980575124;-122.38179335868318;Baseball Field
Ballard;47.6765073;-122.3862233;Salmon Bay Park;47.67918224152669;-122.38126445349697;Park
Ballard;47.6765073;-122.3862233;Redbox;47.673197;-122.387593;Video Store
Ballard;47.6765073;-122.3862233;Laura Bee Designs;47.675893;-122.382063;Gift Shop
Ballard;47.6765073;-122.3862233;The Train Center;47.67964436678064;-122.38769925090699;Hobby Shop
Ballard;47.6765073;-122.3862233;Salmon Bay Soccer Fields;47.678161304842305;-122.38077284846871;Soccer Field
Beacon Hill;47.57925785;-122.311597687327;Tacos Chukis;47.57954485710303;-122.31159131110192;Taco Place
Beacon Hill;47.57925785;-122.311597687327;The Station;47.57996050178468;-122.31228549006548;Coffee Shop
Beacon Hill;47.57925785;-122.311597687327;Fresh Flours Bakery & Cafe;47.578702643269054;-122.31142699145133;Café
Beacon Hill;47.57925785;-122.311597687327;Despi Delite Bakery;47.57934704116261;-122.3136015814072;Bakery
Beacon Hill;47.57925785;-122.311597687327;Perihelion Brewery;47.57848695959651;-122.31188903130347;Brewery
Beacon Hill;47.57925785;-122.311597687327;Homer;47.57670576175754;-122.30999759859748;Mediterranean Restaurant
Beacon Hill;47.57925785;-122.311597687327;Baja Bistro;47.58155456555108;-122.31425554156392;Mexican Restaurant
Beacon Hill;47.57925785;-122.311597687327;Bar Del Corso;47.57547036774706;-122.30943950727587;Pizza Place
Beacon Hill;47.57925785;-122.311597687327;Oak;47.57642966463917;-122.30980314956732;Pub
Beacon Hill;47.57925785;-122.311597687327;Travelers Thali House;47.580163527626574;-122.31303271993168;Indian Restaurant
Beacon Hill;47.57925785;-122.311597687327;Beacon Ave Deli Sandwiches;47.58076960187406;-122.31370406775447;Sandwich Place
Beacon Hill;47.57925785;-122.311597687327;Hilltop Red Apple Market;47.57917651372702;-122.31205374933707;Grocery Store
Beacon Hill;47.57925785;-122.311597687327;12th Avenue South Viewpoint;47.57776942889467;-122.31746898851975;Scenic Lookout
Beacon Hill;47.57925785;-122.311597687327;Metro Bus Stop #3470;47.57932279594835;-122.31223682391465;Bus Station
Beacon Hill;47.57925785;-122.311597687327;Cafe Bengodi;47.578771235553674;-122.31138231676096;Italian Restaurant
Beacon Hill;47.57925785;-122.311597687327;Stevens Place;47.57692690837386;-122.31024432489794;Park
Beacon Hill;47.57925785;-122.311597687327;Pippys Cafe;47.576731;-122.31014;Café
Beacon Hill;47.57925785;-122.311597687327;Yoga On Beacon;47.57663487844385;-122.3098439309303;Yoga Studio
Belltown;47.6132311;-122.3453607;Cloudburst Brewing;47.61156493673511;-122.34521190397878;Brewery
Belltown;47.6132311;-122.3453607;FOB Poke Bar;47.613829;-122.343809;Poke Place
Belltown;47.6132311;-122.3453607;Umi Sake House;47.61328539995486;-122.3461109522722;Sushi Restaurant
Belltown;47.6132311;-122.3453607;Mud Bay;47.612213151936544;-122.34479867723488;Pet Store
Belltown;47.6132311;-122.3453607;Rocco's;47.61395634040444;-122.34530418231135;Pizza Place
Belltown;47.6132311;-122.3453607;Have A Heart Belltown;47.6128597;-122.3444025;Marijuana Dispensary
Belltown;47.6132311;-122.3453607;Bathtub Gin & Co.;47.61315;-122.345083;Speakeasy
Belltown;47.6132311;-122.3453607;Jupiter;47.613132987972485;-122.34384190602209;Bar
Belltown;47.6132311;-122.3453607;Tavolàta;47.61431309771801;-122.34667656072256;Italian Restaurant
Belltown;47.6132311;-122.3453607;The Crocodile;47.6134117064686;-122.34434037485109;Rock Club
Belltown;47.6132311;-122.3453607;Local 360;47.6130268;-122.3463388;Gastropub
Belltown;47.6132311;-122.3453607;Shiro's;47.61478173286192;-122.34738623053931;Sushi Restaurant
Belltown;47.6132311;-122.3453607;Korean Bamboo;47.6147321108444;-122.34458553977659;Korean Restaurant
Belltown;47.6132311;-122.3453607;Rob Roy;47.61485677850427;-122.34659711916159;Cocktail Bar
Belltown;47.6132311;-122.3453607;Tula's Restaurant and Jazz Club;47.61366938543846;-122.3448372028036;Jazz Club
Belltown;47.6132311;-122.3453607;Macrina Bakery;47.61440633728934;-122.34815542094019;Bakery
Belltown;47.6132311;-122.3453607;Shorty's;47.61381663782188;-122.34510525635838;Dive Bar
Belltown;47.6132311;-122.3453607;Bedlam Coffee;47.613948460584;-122.34548328955584;Coffee Shop
Belltown;47.6132311;-122.3453607;Patagonia Seattle;47.61202306924493;-122.3440127881892;Clothing Store
Belltown;47.6132311;-122.3453607;List;47.61322420060583;-122.34618642720784;Lounge
Belltown;47.6132311;-122.3453607;Herban Legends;47.61207936883574;-122.347927233765;Marijuana Dispensary
Belltown;47.6132311;-122.3453607;Tempesta;47.613173144506604;-122.34247822468573;Donut Shop
Belltown;47.6132311;-122.3453607;Local Pho;47.614622550807184;-122.34462521928236;Vietnamese Restaurant
Belltown;47.6132311;-122.3453607;Spa Noir;47.61313152790904;-122.34367010414749;Spa
Belltown;47.6132311;-122.3453607;Karaage Setsuna;47.61513335258734;-122.3475800701562;Japanese Restaurant
Belltown;47.6132311;-122.3453607;Wasabi Sushi & Izakaya;47.61420545882687;-122.3459864893383;Sushi Restaurant
Belltown;47.6132311;-122.3453607;The Grill From Ipanema;47.6134818759629;-122.34784450644548;Steakhouse
Belltown;47.6132311;-122.3453607;Al Basha Kabab;47.61357985356739;-122.34674977940212;Middle Eastern Restaurant
Belltown;47.6132311;-122.3453607;Cinerama;47.6142;-122.34135;Movie Theater
Belltown;47.6132311;-122.3453607;Biscuit Bitch - Belltown;47.614891697736034;-122.3451303835674;Breakfast Spot
Belltown;47.6132311;-122.3453607;Kimpton Palladian;47.61205088525208;-122.34169274568558;Hotel
Belltown;47.6132311;-122.3453607;Le Pichet;47.61101634801066;-122.3423881799046;French Restaurant
Belltown;47.6132311;-122.3453607;La Fontana Siciliana;47.61307798764166;-122.34471489452514;Italian Restaurant
Belltown;47.6132311;-122.3453607;Ohana;47.612757670239496;-122.34549969570259;Sushi Restaurant
Belltown;47.6132311;-122.3453607;Starbucks;47.614136;-122.34235;Coffee Shop
Belltown;47.6132311;-122.3453607;Buckley's in Belltown;47.61457099;-122.34699591;Sports Bar
Belltown;47.6132311;-122.3453607;Orfeo;47.61329254883833;-122.3426606388201;New American Restaurant
Belltown;47.6132311;-122.3453607;Navy Strength;47.61535513110767;-122.34809571830387;Cocktail Bar
Belltown;47.6132311;-122.3453607;The Yellow Leaf Cupcake Co;47.61491480216013;-122.34326929380106;Bakery
Belltown;47.6132311;-122.3453607;Dahlia Bakery;47.613162;-122.340606;Bakery
Belltown;47.6132311;-122.3453607;Queen City Grill Restaurant;47.612528380012634;-122.34530931419017;Restaurant
Belltown;47.6132311;-122.3453607;Cursed Oak;47.6130195;-122.3444165;Lounge
Belltown;47.6132311;-122.3453607;Top Pot Doughnuts;47.615075556219956;-122.34134098331202;Donut Shop
Belltown;47.6132311;-122.3453607;Big Picture Seattle;47.61465514762558;-122.34939513729378;Movie Theater
Belltown;47.6132311;-122.3453607;Belltown Pub;47.61380327675632;-122.34717064062482;Pub
Belltown;47.6132311;-122.3453607;El Gaucho;47.61470067657893;-122.34926521585399;Steakhouse
Belltown;47.6132311;-122.3453607;Seattle Athletic Club;47.61062270822991;-122.34404818035023;Gym
